Date,Close
12.1978,10000
01.1979,10397.930905250509
02.1979,10246.823656539136
03.1979,10672.09197492412
04.1979,10774.271747843311
05.1979,10703.599017671693
06.1979,10883.404214561224
07.1979,10571.244735425393
08.1979,11027.803968381346
09.1979,11152.45498523877
10.1979,10365.825671000995
11.1979,10640.073385740683
12.1979,10678.140630477337
01.1980,11208.184352645938
02.1980,11316.255037547631
03.1980,10633.05439629562
04.1980,11463.342716982746
05.1980,11505.19380264341
06.1980,11878.270134863536
07.1980,12089.666165261226
08.1980,12568.719547004286
09.1980,12913.675023188522
10.1980,13622.388578223054
11.1980,14687.530227208297
12.1980,14817.73109003113
01.1981,14427.558695259144
02.1981,15452.806936362733
03.1981,16010.417351009171
04.1981,16441.231329892846
05.1981,17102.333383926012
06.1981,17723.829939820585
07.1981,17952.469839569938
08.1981,18073.500176868238
09.1981,15953.179690494948
10.1981,15952.2917979373
11.1981,16951.216767331956
12.1981,16816.614050068583
01.1982,16819.612079176837
02.1982,16324.468131897867
03.1982,16165.503769306526
04.1982,17217.595323891623
05.1982,16207.319714262389
06.1982,16370.13680231372
07.1982,16502.800074750987
08.1982,17804.733280469824
09.1982,18051.144859977234
10.1982,19515.94752357326
11.1982,20889.51412987107
12.1982,20924.528331294052
01.1983,21216.051224637413
02.1983,22054.62406574489
03.1983,22941.09108040795
04.1983,24928.257401549712
05.1983,24833.05715581582
06.1983,26392.642244050116
07.1983,26268.387417842023
08.1983,27260.620267222705
09.1983,27824.924292406595
10.1983,27039.609148864736
11.1983,28474.10928934668
12.1983,29563.536899550683
01.1984,30471.665886157432
02.1984,29043.780667771258
03.1984,29321.311385269746
04.1984,29725.357960125937
05.1984,28511.69252151558
06.1984,28746.86976286851
07.1984,28776.61939017605
08.1984,32014.877009261818
09.1984,33393.997745006214
10.1984,34357.336560707736
11.1984,33326.16473048371
12.1984,35358.237201676995
01.1985,38211.29728878812
02.1985,39703.53073044845
03.1985,41164.91178532944
04.1985,38202.530918227305
05.1985,40436.56499558264
06.1985,40430.845077692786
07.1985,39242.74795150534
08.1985,38197.02877708945
09.1985,39096.24418857567
10.1985,38659.37227694897
11.1985,40021.53767523472
12.1985,40897.59211537299
01.1986,40636.62951615401
02.1986,42546.264997124876
03.1986,45407.12574457658
04.1986,46890.57286298094
05.1986,45930.444483819054
06.1986,47955.5476196163
07.1986,46913.76456683487
08.1986,49472.648562895956
09.1986,47124.72232595355
10.1986,45790.894250929945
11.1986,48207.259068539635
12.1986,48458.85774829178
01.1987,50892.46231569199
02.1987,51632.54128923417
03.1987,54729.91693345192
04.1987,57173.652524814956
05.1987,56549.351865814235
06.1987,57518.75290787508
07.1987,59504.826940104
08.1987,63499.75270296343
09.1987,60755.59757716968
10.1987,50061.137468342604
11.1987,45879.259074818525
12.1987,46399.915999961064
01.1988,48018.707648209216
02.1988,52260.412613970475
03.1988,53094.58729840177
04.1988,53428.527034620674
05.1988,52861.12107420798
06.1988,54733.34891320525
07.1988,58555.68594407007
08.1988,56561.49460730135
09.1988,58514.76459818339
10.1988,60847.72257523097
11.1988,60453.85126777579
12.1988,61045.54965043788
01.1989,65741.62694863103
02.1989,66117.6666176951
03.1989,66110.65814476197
04.1989,67989.35932209565
05.1989,69147.72192111553
06.1989,69576.20877768825
07.1989,74038.19447373194
08.1989,73340.02021595965
09.1989,76542.36986125557
10.1989,71179.72514783483
11.1989,72937.29419980981
12.1989,72160.12503160714
01.1990,66751.39314561574
02.1990,63020.311964357206
03.1990,60228.37933139348
04.1990,58577.037815523974
05.1990,63665.65748736315
06.1990,63615.27987477618
07.1990,62233.03271164698
08.1990,53902.316518118474
09.1990,48275.27352134693
10.1990,51212.53826001909
11.1990,49352.685480273874
12.1990,50959.129825769036
01.1991,52931.03045135864
02.1991,56846.242848295675
03.1991,60026.166437741966
04.1991,63694.80633120493
05.1991,65983.4129100027
06.1991,64192.01126773412
07.1991,67284.10738221685
08.1991,65567.6179503169
09.1991,65404.31280259624
10.1991,66350.7538211563
11.1991,61059.9291683435
12.1991,63399.64203760984
01.1992,62639.204488448886
02.1992,62892.13952342292
03.1992,61505.48870357203
04.1992,61774.412689460114
05.1992,62978.41150489165
06.1992,59101.515211881706
07.1992,56409.440299659225
08.1992,56300.46112206608
09.1992,57048.92886933958
10.1992,57787.701055483805
11.1992,62649.956681332165
12.1992,63089.48356995683
01.1993,64511.167512897046
02.1993,67658.5309256512
03.1993,71906.79687320715
04.1993,72653.04877915907
05.1993,74484.13101782979
06.1993,75987.53212340186
07.1993,80814.06491300465
08.1993,85136.0862510501
09.1993,80212.77555934264
10.1993,83363.20420319101
11.1993,80731.31059971523
12.1993,84616.35581156227
01.1994,91391.84105453675
02.1994,89832.90006464833
03.1994,84154.15293380193
04.1994,86978.94079850902
05.1994,85300.53851258072
06.1994,83654.66478979928
07.1994,82590.8834899065
08.1994,85148.76832387311
09.1994,81995.8932507355
10.1994,82689.98272875758
11.1994,80253.0535871798
12.1994,82660.1884813142
01.1995,79727.6947374322
02.1995,79977.46852837078
03.1995,80548.1727847501
04.1995,81734.19973622487
05.1995,83680.0653669914
06.1995,82929.3503784408
07.1995,86040.03396677789
08.1995,86642.53270663273
09.1995,90282.42263926589
10.1995,87450.46965223349
11.1995,90654.58527247024
12.1995,94754.20431657569
01.1996,97610.2268161974
02.1996,98739.05233924536
03.1996,100287.7555700078
04.1996,103490.36898409389
05.1996,104804.9809883176
06.1996,104486.7347716615
07.1996,99231.42279893298
08.1996,99431.69299897926
09.1996,104189.60019455693
10.1996,105212.19488231387
11.1996,109651.0983883123
12.1996,110251.04171640937
01.1997,114582.34948128938
02.1997,120915.9584845771
03.1997,119865.05535848136
04.1997,124421.61173747639
05.1997,131661.80292282195
06.1997,139745.44727098744
07.1997,150211.488733601
08.1997,144121.63381910365
09.1997,147928.00478921743
10.1997,137560.41993746196
11.1997,137076.91917547883
12.1997,142453.78398099914
01.1998,149753.17077383486
02.1998,159491.69031777026
03.1998,166798.58263958036
04.1998,167246.38157676856
05.1998,162593.70040274883
06.1998,167620.1445368778
07.1998,167705.44123363696
08.1998,144706.94691371013
09.1998,140357.74451662437
10.1998,147355.09435314272
11.1998,160597.1137062382
12.1998,167328.14682479462
01.1999,176537.85040184736
02.1999,177506.45434509628
03.1999,189603.4472802942
04.1999,199728.5791095056
05.1999,194977.97213770414
06.1999,206554.01483441802
07.1999,198838.7502967217
08.1999,200709.5844666123
09.1999,197001.68272826128
10.1999,211397.67110723085
11.1999,224958.4298429406
12.1999,244350.78863087302
01.2000,236303.9538183553
02.2000,238767.22281047862
03.2000,259518.64597190398
04.2000,261291.80639733307
05.2000,248652.24918803398
06.2000,250165.1486809909
07.2000,251299.7452054698
08.2000,269235.12654354563
09.2000,258960.9444813267
10.2000,265090.4357480333
11.2000,241281.5717982829
12.2000,228767.29761669217
01.2001,233450.79860394195
02.2001,214712.06089797546
03.2001,209998.88117990288
04.2001,224340.03915102748
05.2001,231734.00686378742
06.2001,224417.7170995167
07.2001,214440.75452527788
08.2001,195112.55677690665
09.2001,178400.52490465203
10.2001,183578.77314382436
11.2001,197539.30797890812
12.2001,200658.3822288285
01.2002,198503.45926862463
02.2002,196419.31311557206
03.2002,203335.95773546898
04.2002,190211.50147327976
05.2002,182817.03632919045
06.2002,161554.06233763957
07.2002,150809.4475405669
08.2002,150283.7362924813
09.2002,133356.20131251292
10.2002,143111.02942761744
11.2002,149833.87364363132
12.2002,134926.7346587535
01.2003,126822.35202473337
02.2003,124983.01347949984
03.2003,123265.95551825996
04.2003,131332.16327968103
05.2003,130682.83175311127
06.2003,137509.9705775451
07.2003,141623.59928873816
08.2003,149828.39792451554
09.2003,141336.54749952603
10.2003,150081.93713584877
11.2003,147610.0994292492
12.2003,148945.78496138542
01.2004,154327.04164457094
02.2004,156466.2400350496
03.2004,157879.05111796173
04.2004,158215.23736507367
05.2004,156355.63620813034
06.2004,160114.28094543642
07.2004,156362.94023134813
08.2004,156100.888632005
09.2004,155218.67109836024
10.2004,154906.45162085132
11.2004,156185.32950901566
12.2004,158251.01451003394
01.2005,161626.40832542937
02.2005,163937.9369885867
03.2005,164372.51786992713
04.2005,160861.3921317798
05.2005,172014.83862105475
06.2005,176915.35825091432
07.2005,183062.47002426462
08.2005,182835.90187684214
09.2005,189996.63393880174
10.2005,185661.0743142326
11.2005,195969.11448313243
12.2005,199815.70424429054
01.2006,203188.7782227752
02.2006,207017.6595521652
03.2006,207546.2948797401
04.2006,206440.9979371271
05.2006,194239.70451092566
06.2006,196530.85449621335
07.2006,196901.27393424307
08.2006,200672.13203786607
09.2006,206108.43152352533
10.2006,213046.68679223358
11.2006,209908.78966110176
12.2006,214643.33351072198
01.2007,220777.07849696765
02.2007,215333.63007196502
03.2007,217492.13948705848
04.2007,222271.8065905826
05.2007,231059.26450515838
06.2007,228371.11011116335
07.2007,219999.67738850228
08.2007,219842.90013751065
09.2007,222576.8138277039
10.2007,225125.7868936924
11.2007,211307.91895230708
12.2007,209127.37873173293
01.2008,191189.7254703048
02.2008,186341.82473620266
03.2008,177008.72605287895
04.2008,189555.27302959483
05.2008,192823.82101945646
06.2008,174543.87405413215
07.2008,171930.41489490363
08.2008,179575.90247911355
09.2008,162978.27305890116
10.2008,148067.37673388372
11.2008,138794.79546488798
12.2008,130985.257532459
01.2009,129764.0139260811
02.2009,118053.0382167142
03.2009,120609.05515227417
04.2009,134460.29149121247
05.2009,138069.14730621333
06.2009,137082.3700022899
07.2009,148637.05356357858
08.2009,153301.06660246802
09.2009,155357.1688934409
10.2009,150958.93170670187
11.2009,154780.05262058647
12.2009,164292.1497314068
01.2010,162447.46410045814
02.2010,169528.57544503064
03.2010,181226.01696862208
04.2010,183465.78338942898
05.2010,179460.90013808053
06.2010,173798.35787236708
07.2010,176953.94554704978
08.2010,175004.80443911144
09.2010,177735.94377742673
10.2010,181562.72885730595
11.2010,189364.62097299634
12.2010,197730.93333940094
01.2011,197304.94609779553
02.2011,202097.26919085073
03.2011,194830.35671146127
04.2011,194162.51768569543
05.2011,196393.48024974455
06.2011,192357.55593108208
07.2011,191406.67983546626
08.2011,175562.1310976914
09.2011,171630.3466520158
10.2011,182629.93049117285
11.2011,185894.00936313448
12.2011,192650.08026842104
01.2012,198659.4564232696
02.2012,204205.3995741257
03.2012,208157.61268187725
04.2012,207984.47018058618
05.2012,202435.2343665443
06.2012,209570.15851737425
07.2012,217530.92075765177
08.2012,217240.4365363495
09.2012,217680.21510871215
10.2012,215139.11123406506
11.2012,217989.8836991263
12.2012,218566.47702420392
01.2013,223643.35093825875
02.2013,231173.5516091077
03.2013,242551.6054933426
04.2013,245055.29573389175
05.2013,246367.36932729374
06.2013,238912.65284938595
07.2013,247772.31119013613
08.2013,243206.6231208644
09.2013,250240.19653933996
10.2013,257417.90910457136
