Date,Close
1969-12-31,622.4
1970-01-01,622.4
1970-01-02,629.1
1970-01-05,628.5
1970-01-06,622.4
1970-01-07,623.4
1970-01-08,623.8
1970-01-09,618.7
1970-01-12,612.9
1970-01-13,607.3
1970-01-14,602.1
1970-01-15,591.7
1970-01-16,581.8
1970-01-19,579.8
1970-01-20,580.8
1970-01-21,590.2
1970-01-22,592.9
1970-01-23,590.2
1970-01-26,590.8
1970-01-27,592.6
1970-01-28,593.3
1970-01-29,584.5
1970-01-30,582.2
1970-02-02,574.6
1970-02-03,571.7
1970-02-04,576
1970-02-05,576.2
1970-02-06,583.6
1970-02-09,585.5
1970-02-10,585.5
1970-02-11,581
1970-02-12,582.5
1970-02-13,580.4
1970-02-16,576.4
1970-02-17,576.4
1970-02-18,571.3
1970-02-19,576.5
1970-02-20,576
1970-02-23,577.4
1970-02-24,575.1
1970-02-25,569.8
1970-02-26,567.6
1970-02-27,564.5
1970-03-02,558.6
1970-03-03,549.4
1970-03-04,553.4
1970-03-05,558.7
1970-03-06,561.3
1970-03-09,551
1970-03-10,555.1
1970-03-11,560
1970-03-12,568.5
1970-03-13,575.3
1970-03-16,569.5
1970-03-17,570.1
1970-03-18,569.4
1970-03-19,563.6
1970-03-20,560.9
1970-03-23,557.4
1970-03-24,559.2
1970-03-25,560.4
1970-03-26,567
1970-03-27,567
1970-03-30,567
1970-03-31,572.7
1970-04-01,573.9
1970-04-02,574.6
1970-04-03,571.8
1970-04-06,572.8
1970-04-07,579.6
1970-04-08,582.7
1970-04-09,581.2
1970-04-10,580.5
1970-04-13,575.9
1970-04-14,567.2
1970-04-15,574.5
1970-04-16,571.1
1970-04-17,561.8
1970-04-20,562.3
1970-04-21,566.9
1970-04-22,562.2
1970-04-23,558.3
1970-04-24,550.9
1970-04-27,540.8
1970-04-28,532.6
1970-04-29,524.1
1970-04-30,532.9
1970-05-01,532.9
1970-05-04,530.8
1970-05-05,532.7
1970-05-06,537.5
1970-05-07,537.5
1970-05-08,534.8
1970-05-11,527.3
1970-05-12,521
1970-05-13,511
1970-05-14,502.3
1970-05-15,494
1970-05-18,494
1970-05-19,491.2
1970-05-20,479.8
1970-05-21,467.8
1970-05-22,467.2
1970-05-25,459.7
1970-05-26,445.9
1970-05-27,444.6
1970-05-28,444.6
1970-05-29,485.8
1970-06-01,473.8
1970-06-02,487.4
1970-06-03,494
1970-06-04,498.2
1970-06-05,483.9
1970-06-08,481
1970-06-09,485.8
1970-06-10,484.4
1970-06-11,490.4
1970-06-12,492.1
1970-06-15,489.8
1970-06-16,489.1
1970-06-17,489.1
1970-06-18,483.7
1970-06-19,484
1970-06-22,482.2
1970-06-23,476.5
1970-06-24,467.7
1970-06-25,469.8
1970-06-26,471
1970-06-29,464.8
1970-06-30,464.8
1970-07-01,466.2
1970-07-02,463.4
1970-07-03,461.6
1970-07-06,457.5
1970-07-07,455.9
1970-07-08,469.9
1970-07-09,468.7
1970-07-10,474.1
1970-07-13,485.8
1970-07-14,481.5
1970-07-15,479.6
