Date,Close
1978-12-01,10000.0
1979-01-01,10397.930905250509
1979-02-01,10246.823656539136
1979-03-01,10672.09197492412
1979-04-01,10774.271747843311
1979-05-01,10703.599017671693
1979-06-01,10883.404214561224
1979-07-01,10571.244735425393
1979-08-01,11027.803968381346
1979-09-01,11152.45498523877
1979-10-01,10365.825671000995
1979-11-01,10640.073385740683
1979-12-01,10678.140630477337
1980-01-01,11208.184352645938
1980-02-01,11316.255037547631
1980-03-01,10633.05439629562
1980-04-01,11463.342716982746
1980-05-01,11505.19380264341
1980-06-01,11878.270134863536
1980-07-01,12089.666165261226
1980-08-01,12568.719547004286
1980-09-01,12913.675023188522
1980-10-01,13622.388578223054
1980-11-01,14687.530227208297
1980-12-01,14817.73109003113
1981-01-01,14427.558695259144
1981-02-01,15452.806936362733
1981-03-01,16010.417351009171
1981-04-01,16441.231329892846
1981-05-01,17102.333383926012
1981-06-01,17723.829939820585
1981-07-01,17952.469839569938
1981-08-01,18073.500176868238
1981-09-01,15953.179690494948
1981-10-01,15952.2917979373
1981-11-01,16951.216767331956
1981-12-01,16816.614050068583
1982-01-01,16819.612079176837
1982-02-01,16324.468131897867
1982-03-01,16165.503769306526
1982-04-01,17217.595323891623
1982-05-01,16207.319714262389
1982-06-01,16370.13680231372
1982-07-01,16502.800074750987
1982-08-01,17804.733280469824
1982-09-01,18051.144859977234
1982-10-01,19515.94752357326
1982-11-01,20889.51412987107
1982-12-01,20924.528331294052
1983-01-01,21216.051224637413
1983-02-01,22054.62406574489
1983-03-01,22941.09108040795
1983-04-01,24928.257401549712
1983-05-01,24833.05715581582
1983-06-01,26392.642244050116
1983-07-01,26268.387417842023
1983-08-01,27260.620267222705
1983-09-01,27824.924292406595
1983-10-01,27039.609148864736
1983-11-01,28474.10928934668
1983-12-01,29563.536899550683
1984-01-01,30471.665886157432
1984-02-01,29043.780667771258
1984-03-01,29321.311385269746
1984-04-01,29725.357960125937
1984-05-01,28511.69252151558
1984-06-01,28746.86976286851
1984-07-01,28776.61939017605
1984-08-01,32014.877009261818
1984-09-01,33393.997745006214
1984-10-01,34357.336560707736
1984-11-01,33326.16473048371
1984-12-01,35358.237201676995
1985-01-01,38211.29728878812
1985-02-01,39703.53073044845
1985-03-01,41164.91178532944
1985-04-01,38202.530918227305
1985-05-01,40436.56499558264
1985-06-01,40430.845077692786
1985-07-01,39242.74795150534
1985-08-01,38197.02877708945
1985-09-01,39096.24418857567
1985-10-01,38659.37227694897
1985-11-01,40021.53767523472
1985-12-01,40897.59211537299
1986-01-01,40636.62951615401
1986-02-01,42546.264997124876
1986-03-01,45407.12574457658
1986-04-01,46890.57286298094
1986-05-01,45930.444483819054
1986-06-01,47955.5476196163
1986-07-01,46913.76456683487
1986-08-01,49472.648562895956
1986-09-01,47124.72232595355
1986-10-01,45790.894250929945
1986-11-01,48207.259068539635
1986-12-01,48458.85774829178
1987-01-01,50892.46231569199
1987-02-01,51632.54128923417
1987-03-01,54729.91693345192
1987-04-01,57173.652524814956
1987-05-01,56549.351865814235
1987-06-01,57518.75290787508
1987-07-01,59504.826940104
1987-08-01,63499.75270296343
